Date,Open,High,Low,Close,Volume,
42290,2015,2022.339966,2001.780029,2003.689941,3401920000,
42291,2003.660034,2009.560059,1990.72998,1994.23999,3644590000,
42292,1996.469971,2024.150024,1996.469971,2023.859985,3746290000,
42293,2024.369995,2033.540039,2020.459961,2033.109985,3595430000,
42296,2031.72998,2034.449951,2022.310059,2033.660034,3287320000,
42297,2033.130005,2039.119995,2026.609985,2030.77002,3331500000,
42298,2033.469971,2037.969971,2017.219971,2018.939941,3627790000,
42299,2021.880005,2055.199951,2021.880005,2052.51001,4430850000,
42300,2058.189941,2079.73999,2058.189941,2075.149902,4108460000,
42303,2075.080078,2075.139893,2066.530029,2071.179932,3385800000,
42304,2068.75,2070.370117,2058.840088,2065.889893,4216880000,
42305,2066.47998,2090.350098,2063.110107,2090.350098,4698110000,
42306,2088.350098,2092.52002,2082.629883,2089.409912,4008940000,
42307,2090,2094.320068,2079.340088,2079.360107,4256200000,
42310,2080.76001,2106.199951,2080.76001,2104.050049,3760020000,
42311,2102.629883,2116.47998,2097.51001,2109.790039,4272060000,
42312,2110.600098,2114.590088,2096.97998,2102.310059,4078870000,
42313,2101.679932,2108.780029,2090.409912,2099.929932,4051890000,
42314,2098.600098,2101.909912,2083.73999,2099.199951,4369020000,
42317,2096.560059,2096.560059,2068.23999,2078.580078,3882350000,
42318,2077.189941,2083.669922,2069.909912,2081.719971,3821440000,
42319,2083.409912,2086.939941,2074.850098,2075,3692410000,
42320,2072.290039,2072.290039,2045.660034,2045.969971,4016370000,
42321,2044.640015,2044.640015,2022.02002,2023.040039,4278750000,
42324,2022.079956,2053.219971,2019.390015,2053.189941,3741240000,
42325,2053.669922,2066.689941,2045.900024,2050.439941,4427350000,
42326,2051.98999,2085.310059,2051.98999,2083.580078,3926390000,
42327,2083.699951,2086.73999,2078.76001,2081.23999,3628110000,
42328,2082.820068,2097.060059,2082.820068,2089.169922,3929600000,
42331,2089.409912,2095.610107,2081.389893,2086.590088,3587980000,
42332,2084.419922,2094.120117,2070.290039,2089.139893,3884930000,
42333,2089.300049,2093,2086.300049,2088.870117,2852940000,
42335,2088.820068,2093.290039,2084.129883,2090.110107,1466840000,
42338,2090.949951,2093.810059,2080.409912,2080.409912,4275030000,
42339,2082.929932,2103.370117,2082.929932,2102.629883,3712120000,
42340,2101.709961,2104.27002,2077.110107,2079.51001,3950640000,
42341,2080.709961,2085,2042.349976,2049.620117,4306490000,
42342,2051.23999,2093.840088,2051.23999,2091.689941,4214910000,
42345,2090.419922,2090.419922,2066.780029,2077.070068,4043820000,
42346,2073.389893,2073.850098,2052.320068,2063.590088,4173570000,
42347,2061.169922,2080.330078,2036.530029,2047.619995,4385250000,
42348,2047.930054,2067.649902,2045.670044,2052.22998,3715150000,
42349,2047.27002,2047.27002,2008.800049,2012.369995,4301060000,
42352,2013.369995,2022.920044,1993.26001,2021.939941,4612440000,
42353,2025.550049,2053.870117,2025.550049,2043.410034,4353540000,
42354,2046.5,2076.719971,2042.430054,2073.070068,4635450000,
42355,2073.76001,2076.370117,2041.660034,2041.890015,4327390000,
42356,2040.810059,2040.810059,2005.329956,2005.550049,6683070000,
42359,2010.27002,2022.900024,2005.930054,2021.150024,3760280000,
42360,2023.150024,2042.73999,2020.48999,2038.969971,3520860000,
42361,2042.199951,2064.72998,2042.199951,2064.290039,3484090000,
42362,2063.52002,2067.360107,2058.72998,2060.98999,1411860000,
42366,2057.77002,2057.77002,2044.199951,2056.5,2492510000,
42367,2060.540039,2081.560059,2060.540039,2078.360107,2542000000,
42368,2077.340088,2077.340088,2061.969971,2063.360107,2367430000,
42369,2060.590088,2062.540039,2043.619995,2043.939941,2655330000,
42373,2038.199951,2038.199951,1989.680054,2012.660034,4304880000,
42374,2013.780029,2021.939941,2004.170044,2016.709961,3706620000,
42375,2011.709961,2011.709961,1979.050049,1990.26001,4336660000,
42376,1985.319946,1985.319946,1938.829956,1943.089966,5076590000,
42377,1945.969971,1960.400024,1918.459961,1922.030029,4664940000,
42380,1926.119995,1935.650024,1901.099976,1923.670044,4607290000,
42381,1927.829956,1947.380005,1914.349976,1938.680054,4887260000,
42382,1940.339966,1950.329956,1886.410034,1890.280029,5087030000,
42383,1891.680054,1934.469971,1878.930054,1921.839966,5241110000,
42384,1916.680054,1916.680054,1857.829956,1880.329956,5468460000,
42388,1888.660034,1901.439941,1864.599976,1881.329956,4928350000,
42389,1876.180054,1876.180054,1812.290039,1859.329956,6416070000,
42390,1861.459961,1889.849976,1848.97998,1868.98999,5078810000,
42391,1877.400024,1908.849976,1877.400024,1906.900024,4901760000,
42394,1906.280029,1906.280029,1875.969971,1877.079956,4401380000,
42395,1878.790039,1906.72998,1878.790039,1903.630005,4357940000,
42396,1902.52002,1916.98999,1872.699951,1882.949951,4754040000,
42397,1885.219971,1902.959961,1873.650024,1893.359985,4693010000,
42398,1894,1940.23999,1894,1940.23999,5497570000,
42401,1936.939941,1947.199951,1920.300049,1939.380005,4322530000,
42402,1935.26001,1935.26001,1897.290039,1903.030029,4463190000,
42403,1907.069946,1918.01001,1872.22998,1912.530029,5172950000,
42404,1911.670044,1927.349976,1900.52002,1915.449951,5193320000,
42405,1913.069946,1913.069946,1872.650024,1880.050049,4929940000,
42408,1873.25,1873.25,1828.459961,1853.439941,5636460000,
42409,1848.459961,1868.25,1834.939941,1852.209961,5183220000,
42410,1857.099976,1881.599976,1850.319946,1851.859985,4471170000,
42411,1847,1847,1810.099976,1829.079956,5500800000,
42412,1833.400024,1864.780029,1833.400024,1864.780029,4696920000,
42416,1871.439941,1895.77002,1871.439941,1895.579956,4570670000,
42417,1898.800049,1930.680054,1898.800049,1926.819946,5011540000,
42418,1927.569946,1930,1915.089966,1917.829956,4436490000,
42419,1916.73999,1918.780029,1902.170044,1917.780029,4142850000,
42422,1924.439941,1946.699951,1924.439941,1945.5,4054710000,
42423,1942.380005,1942.380005,1919.439941,1921.27002,3890650000,
42424,1917.560059,1932.079956,1891,1929.800049,4317250000,
42425,1931.869995,1951.829956,1925.410034,1951.699951,4118210000,
42426,1954.949951,1962.959961,1945.780029,1948.050049,4348510000,
42429,1947.130005,1958.27002,1931.810059,1932.22998,4588180000,
42430,1937.089966,1978.349976,1937.089966,1978.349976,4819750000,
42431,1976.599976,1986.51001,1968.800049,1986.449951,4666610000,
42432,1985.599976,1993.689941,1977.369995,1993.400024,5081700000,
42433,1994.01001,2009.130005,1986.77002,1999.98999,6049930000,
42436,1996.109985,2006.119995,1989.380005,2001.76001,4968180000,
42437,1996.880005,1996.880005,1977.430054,1979.26001,4641650000,
42438,1981.439941,1992.689941,1979.839966,1989.26001,4038120000,
42439,1990.969971,2005.079956,1969.25,1989.569946,4376790000,
42440,1994.709961,2022.369995,1994.709961,2022.189941,4078620000,
42443,2019.27002,2024.569946,2012.050049,2019.640015,3487850000,
42444,2015.27002,2015.939941,2005.22998,2015.930054,3560280000,
42445,2014.23999,2032.02002,2010.040039,2027.219971,4057020000,
42446,2026.900024,2046.23999,2022.160034,2040.589966,4530480000,
42447,2041.160034,2052.360107,2041.160034,2049.580078,6503140000,
42450,2047.880005,2053.909912,2043.140015,2051.600098,3376600000,
42451,2048.639893,2056.600098,2040.569946,2049.800049,3418460000,
42452,2048.550049,2048.550049,2034.859985,2036.709961,3639510000,
42453,2032.47998,2036.040039,2022.48999,2035.939941,3407720000,
42457,2037.890015,2042.670044,2031.959961,2037.050049,2809090000,
42458,2035.75,2055.909912,2028.310059,2055.01001,3822330000,
42459,2058.27002,2072.209961,2058.27002,2063.949951,3590310000,
42460,2063.77002,2067.919922,2057.459961,2059.73999,3715280000,
42461,2056.620117,2075.070068,2043.97998,2072.780029,3749990000,
42464,2073.189941,2074.02002,2062.570068,2066.129883,3485710000,
42465,2062.5,2062.5,2042.560059,2045.170044,4154920000,
42466,2045.560059,2067.330078,2043.089966,2066.659912,3750800000,
42467,2063.01001,2063.01001,2033.800049,2041.910034,3801250000,
42468,2045.540039,2060.629883,2041.689941,2047.599976,3359530000,
42471,2050.22998,2062.929932,2041.880005,2041.98999,3567840000,
42472,2043.719971,2065.050049,2039.73999,2061.719971,4239740000,
42473,2065.919922,2083.179932,2065.919922,2082.419922,4191830000,
42474,2082.889893,2087.840088,2078.129883,2082.780029,3765870000,
42475,2083.100098,2083.219971,2076.310059,2080.72998,3701450000,
42478,2078.830078,2094.659912,2073.649902,2094.340088,3316880000,
42479,2096.050049,2104.050049,2091.679932,2100.800049,3896830000,
42480,2101.52002,2111.050049,2096.320068,2102.399902,4184880000,
42481,2102.090088,2103.780029,2088.52002,2091.47998,4175290000,
42482,2091.48999,2094.320068,2081.199951,2091.580078,3790580000,
42485,2089.370117,2089.370117,2077.52002,2087.790039,3319740000,
42486,2089.840088,2096.870117,2085.800049,2091.699951,3557190000,
42487,2092.330078,2099.889893,2082.310059,2095.149902,4100110000,
42488,2090.929932,2099.300049,2071.620117,2075.810059,4309840000,
42489,2071.820068,2073.850098,2052.280029,2065.300049,4704720000,
42492,2067.169922,2083.419922,2066.110107,2081.429932,3841110000,
42493,2077.179932,2077.179932,2054.889893,2063.370117,4173390000,
42494,2060.300049,2060.300049,2045.550049,2051.120117,4058560000,
42495,2052.949951,2060.22998,2045.77002,2050.629883,4008530000,
42496,2047.77002,2057.719971,2039.449951,2057.139893,3796350000,
42499,2057.550049,2064.149902,2054.310059,2058.689941,3788620000,
42500,2062.629883,2084.870117,2062.629883,2084.389893,3600200000,
42501,2083.290039,2083.290039,2064.459961,2064.459961,3821980000,
42502,2067.169922,2073.98999,2053.129883,2064.110107,3782390000,
42503,2062.5,2066.790039,2043.130005,2046.609985,3579880000,
42506,2046.530029,2071.879883,2046.530029,2066.659912,3501360000,
42507,2065.040039,2065.689941,2040.819946,2047.209961,4108960000,
42508,2044.380005,2060.610107,2034.48999,2047.630005,4101320000,
42509,2044.209961,2044.209961,2025.910034,2040.040039,3846770000,
42510,2041.880005,2058.350098,2041.880005,2052.320068,3507650000,
42513,2052.22998,2055.580078,2047.26001,2048.040039,3055480000,
42514,2052.649902,2079.669922,2052.649902,2076.060059,3627340000,
42515,2078.929932,2094.72998,2078.929932,2090.540039,3859160000,
42516,2091.439941,2094.300049,2087.080078,2090.100098,3230990000,
42517,2090.060059,2099.060059,2090.060059,2099.060059,3079150000,
42521,2100.129883,2103.47998,2088.659912,2096.949951,4514410000,
42522,2093.939941,2100.969971,2085.100098,2099.330078,3525170000,
42523,2097.709961,2105.26001,2088.590088,2105.26001,3632720000,
42524,2104.070068,2104.070068,2085.360107,2099.129883,3627780000,
42527,2100.830078,2113.360107,2100.830078,2109.409912,3442020000,
42528,2110.179932,2119.219971,2110.179932,2112.129883,3534730000,
42529,2112.709961,2120.550049,2112.709961,2119.120117,3562060000,
42530,2115.649902,2117.639893,2107.72998,2115.47998,3290320000,
42531,2109.570068,2109.570068,2089.959961,2096.070068,3515010000,
42534,2091.75,2098.120117,2078.459961,2079.060059,3392030000,
42535,2076.649902,2081.300049,2064.100098,2075.320068,3759770000,
42536,2077.600098,2085.649902,2069.800049,2071.5,3544720000,
42537,2066.360107,2079.620117,2050.370117,2077.98999,3628280000,
42538,2078.199951,2078.199951,2062.840088,2071.219971,4952630000,
42541,2075.580078,2100.659912,2075.580078,2083.25,3467440000,
42542,2085.189941,2093.659912,2083.02002,2088.899902,3232880000,
42543,2089.75,2099.709961,2084.360107,2085.449951,3168160000,
42544,2092.800049,2113.320068,2092.800049,2113.320068,3297940000,
42545,2103.810059,2103.810059,2032.569946,2037.410034,7597450000,
42548,2031.449951,2031.449951,1991.680054,2000.540039,5431220000,
42549,2006.670044,2036.089966,2006.670044,2036.089966,4385810000,
42550,2042.689941,2073.129883,2042.689941,2070.77002,4241740000,
42551,2073.169922,2098.939941,2070,2098.860107,4622820000,
42552,2099.340088,2108.709961,2097.899902,2102.949951,3458890000,
42556,2095.050049,2095.050049,2080.860107,2088.550049,3658380000,
42557,2084.429932,2100.719971,2074.02002,2099.72998,3909380000,
42558,2100.419922,2109.080078,2089.389893,2097.899902,3604550000,
42559,2106.969971,2131.709961,2106.969971,2129.899902,3607500000,
42562,2131.719971,2143.159912,2131.719971,2137.159912,3253340000,
42563,2139.5,2155.399902,2139.5,2152.139893,4097820000,
42564,2153.810059,2156.449951,2146.209961,2152.429932,3502320000,
42565,2157.879883,2168.98999,2157.879883,2163.75,3465610000,
42566,2165.129883,2169.050049,2155.790039,2161.73999,3122600000,
42569,2162.040039,2168.350098,2159.629883,2166.889893,3009310000,
42570,2163.790039,2164.629883,2159.01001,2163.780029,2968340000,
42571,2166.100098,2175.629883,2164.889893,2173.02002,3211860000,
42572,2172.909912,2174.560059,2159.75,2165.169922,3438900000,
42573,2166.469971,2175.110107,2163.23999,2175.030029,3023280000,
42576,2173.709961,2173.709961,2161.949951,2168.47998,3057240000,
42577,2168.969971,2173.540039,2160.179932,2169.179932,3442350000,
42578,2169.810059,2174.97998,2159.070068,2166.580078,3995500000,
42579,2166.050049,2172.850098,2159.73999,2170.060059,3664240000,
42580,2168.830078,2177.090088,2163.48999,2173.600098,4038840000,
42583,2173.149902,2178.290039,2166.209961,2170.840088,3505990000,
42584,2169.939941,2170.199951,2147.580078,2157.030029,3848750000,
42585,2156.810059,2163.790039,2152.560059,2163.790039,3786530000,
42586,2163.51001,2168.189941,2159.070068,2164.25,3709200000,
42587,2168.790039,2182.870117,2168.790039,2182.870117,3663070000,
42590,2183.76001,2185.439941,2177.850098,2180.889893,3327550000,
42591,2182.23999,2187.659912,2178.610107,2181.73999,3334300000,
42592,2182.810059,2183.409912,2172,2175.48999,3254950000,
42593,2177.969971,2188.449951,2177.969971,2185.790039,3423160000,
42594,2183.73999,2186.280029,2179.419922,2184.050049,3000660000,
42597,2186.080078,2193.810059,2186.080078,2190.149902,3078530000,
42598,2186.23999,2186.23999,2178.139893,2178.149902,3196400000,
42599,2177.840088,2183.080078,2168.5,2182.219971,3388910000,
42600,2181.899902,2187.030029,2180.459961,2187.02002,3300570000,
42601,2184.23999,2185,2175.129883,2183.870117,3084800000,
42604,2181.580078,2185.149902,2175.959961,2182.639893,2777550000,
42605,2187.810059,2193.419922,2186.800049,2186.899902,3041490000,
42606,2185.090088,2186.659912,2171.25,2175.439941,3148280000,
42607,2173.290039,2179,2169.73999,2172.469971,2969310000,
42608,2175.100098,2187.939941,2160.389893,2169.040039,3342340000,
42611,2170.189941,2183.47998,2170.189941,2180.379883,2654780000,
42612,2179.449951,2182.27002,2170.409912,2176.120117,3006800000,
42613,2173.560059,2173.790039,2161.350098,2170.949951,3766390000,
42614,2171.330078,2173.560059,2157.090088,2170.860107,3392120000,
42615,2177.48999,2184.870117,2173.590088,2179.97998,3091120000,
42619,2181.610107,2186.570068,2175.100098,2186.47998,3447650000,
42620,2185.169922,2187.870117,2179.070068,2186.159912,3319420000,
42621,2182.76001,2184.939941,2177.48999,2181.300049,3727840000,
42622,2169.080078,2169.080078,2127.810059,2127.810059,4233960000,
